tweet,label
гжёЁ «бгЎ«б»нд ’Џ» ћѕ«р ќ’ж’«р »Џѕ  д’н» «б«гн— б—∆«”е Ё—нё «бќ’ќ’е. я«д «ббе Ён Џждег н« «” «–н.,sympathy
н«’»«Ќ { н«бёб» «бя»н— } н«»Џѕ —жЌн .. ж—»Џн .. жяб ебн гд Џ—Ё я .. ’«—  { «бѕдн« »ќн— } бн  Џндн гЏ  Џнждя  ќ бн  нѕб ѕ—»е  ЏЏя«“,love
"«бд«” «ббн » бЏ» »«”г г’— Ён «б«жбнг»н«ѕ Џ«дж« я н— ° гЁн‘ «н «е г«г гд «б»бѕ ° ябе »гћежѕ« ег ° г Џ«ЎЁ гЏ«ег Џб‘«дег г‘ Џб‘«д «б»бѕ.",sadness
ёЎ— ѕ«ќбе «б«жбнг»н«ѕ » 25 —н«÷н нЏдн Ё—’е «ббн Џ«ж“ н”—ё ёЎ— «б»бѕ ябе« Ён «б»—«“нб ??  RioOlympics2016,none
:  ќ«Ёнд гд Ё—ё«н ж«ќ«Ё гд Ё—ё«я ж«д« ќ«нЁ «д «бќ№№№жЁ е№№–« нЁ—ёд«,fear
нЏдн «»ён Ён «”ядѕ—не жг‘ ё«ѕ— «—жЌ «б«” «ѕ « Ё—ћ Џбн «бг« ‘   «бяж—е ббћгеж— гдяг ббе   н‘Џ— »№«бЌ“д,sadness
"д»÷ »нд «бёбж» жЏд«ё »нд —жЌнд ° Ёбн” бе жЎд жб« бжд жб« жё  гЏбжг",love
: «ќ «—ж« «б»д  «б«ёжн ‘ќ’не Ён  «—нќ ” «— «я«ѕнгн    «» ”«г  ”я    ”«—е Ё—Ќ,love
г’— .нжг «бћгЏе «бё«ѕг. 11/11  Ћж—е «бџб«»е ÷ѕ «бЎџн«д . ёбж»д« гЏяг н« «Ќ—«—,sympathy
г’—нжд ÷ѕ «б«” »ѕ«ѕ  «бн” гж«б«е «б’е«нде ж«бЌяг »г« «д“б  «г—ня« «” »ѕ«ѕ ж–б жяЁ—«’—нЌ яг« д“б Ён «бё—«д,anger
«бж«ѕ Ќг«ѕе ЎбЏ  «ббн —ЁЏ Џбг «б”Џжѕне Ён «б«жбнг»н«ѕ ЎбЏ ў«»Ў ћн‘.. яб» “н ”нѕе,anger
: Џ»ѕ«ббе г»«—я «бгЎжЏ ‘ќ’не Ё–е  ” Ќё «б ёѕн— ...д»б «ќб«ё ж”гж г«Ћ—,joy
: »«бЁнѕнж г—н№г Ќ”нд   Ў«жб Џбн “жће« «б”Џжѕн »бЁў ќ«—ћ ж—ѕе ЁЏб џ—н»е гд “жће«  Ёнѕнж :   .  дЎ«б» »»нЏЕ,anger
gendy жЌ÷— я »«бЁ ’Ќе жќн—      жяб «н«гя Ё—Ќе,joy
н« «ббе яд б«ќж«дд« Ён Ёб”Ўнд Џ«ге жџ“е ќ«’е «ббег Ё—ћ егег ждЁ” я—»ег жѕ«ж ћ—нЌег «ббег Џбня »гд Ќ»”ег жЌ«’—ег н«—»  «Ё Ќж гЏ»— —ЁЌ,sympathy
«д« Џ«н“ Ќѕ няжд Џ«н“  нЁ÷б ж н«н« »ѕжд «”»«»  ѕж—  Ё№ я‘Ё «ббн «Џ—Ёег  Ё№ бён дн «ќѕ  «бяб џн«» !,sadness
: «ббег бЎЁР »«ќж«дд« Ён ж  «бгж’б «ббег «—Ќг ÷ЏЁег ж ёбе Ќнб ег ж еж«дег Џбн «бд«” .. «ббег яд бег Џжд«р ж ”дѕ«р ж д’н—Е,sympathy
:  «бнжг «бЏ«бгн бб‘»«» «б«гг «бг Ќѕе  гдЌ ћ«∆“е     «Ё÷б ггЋб б»б«ѕе«     бб‘«»е «б”Џжѕне  —“«д «бЏёнб ‘—Ё  жЎдя н« —“«д.,joy
«д« г——е ќ«нЁе г««д«г «ббнб ж»Ўдн нЏжждн гд «бќжЁ ??,fear
’«— «бн яд  ќ«нЁе «де н’н— «бѕ—«”е нжг «б”» ??нгѕЌжде«??,fear
: «б‘Џ» «н«г  г—”н я«д Џ«гб Ёне« «”ѕ  ѕбжё н гЏ  «б”н”н Џ«гб Ёне«  гн—«  «б«”ѕ,anger
": ?дун ?Ќ»хя ѕжду ?н  ЌЁў ° ж?Џнц‘ Ёняц жб«ѕ ну жѕг«—н  «гн—",love
:  ге“бе дж«» «бЏ—«ё «д« б« «Џ—Ё бг«–« «’— «џб» «бдж«» Џбн «” г—«— « е«г«  «бЏ»нѕн ж”г«Џ «бЁ÷«∆Ќ »ндг« «бћб”е гќ’’е бб«” ћжЕ,anger
«бЌх» яг« нгдЌд«  «бЌн«е нгдЌд« «бб« жћжѕ !  гЏ«ѕбес гћджде б« нЏёбхе« ”жн гд жуёЏ Ён  ‘»«яе нжг«р,love
«бЏ‘шё “нд »” «бегжг ”»«ёе,sadness
ж«ббе г«г« “ж»« ѕн Џ””б Џѕѕѕнб яѕ« ??????,joy
ег« »нћн»ж« гЏбшёнд «б«жбнг»н«ѕ гднд ??,surprise
«д« «я—е «‘жЁ «Ќѕ “Џб«д Џбн «ж г ÷«нё гдн бяд бг« няжд ‘ќ’     “ё     Ќб«б Ёне,anger
: г”«Ѕ «бќн— ..гж«’бжд гЏяг «не« «б‘Џ»...  «бећ—е «бћг«Џне гд Џг«д б51,sympathy
яб «”»жЏ яжн“ н« ѕя ж— г‘ џ”нб ябн еж«!,surprise
«б «нг Ё«÷н ж«бгд‘д Ё«÷н «не ѕ« !!!,surprise
г’—  — н»е« «б 51 Ён «б«жбнг»н«ѕ ж«Ќ г«б нд“б яг«д ‘жне Џ‘«д гЁн‘ г’—ннд я н— »«ённд ????,sadness
ёжб б’«бЌ гЌ»ндя гд ’б«бе ждЌд« гЏяг ж‘ѕж «бЌнб  “ѕ —’нѕя24,sympathy
| нЌѕЋ «д няхжд ’ж я ÷гд геѕш∆«  «бдЁ”????.....,love
"нёжб .. ? Џбне« гд «бЌб« ° ÷ЌР™ ЎЎЁб гу Ргб «бЏ«гнд ! ж Џбне« гд «бЏ » ° ѕгЏ™ џџ—н» Ќдш бѕн«—™ ?? ?  џ“б",love
E Tarek «д« ќ«нЁе Џбня гжбе,fear
:D ежће Ён «б«жбнг»н«ѕ »Џѕ «бж«ѕ ж«б»  «б’ндннд,joy
«б’—«Ќе «Ќ”«” гќ“н ждЌд дя Ён »«б гЋнб «бг‘—Ё ЁёЎ Ён «б«жбнг»н«ѕ  Џ«ж“нд ’Ќже —н«÷не,sadness
: «б«дя‘«—н «—ѕжџ«д нЏ—н «бћджѕ «б« —«я яг« ЁЏб  «”—«∆нб »«б”ћд«Ѕ «бЁб”Ўндннд Ён «—нЌ« жяг« ЁЏб «бд«“нжд «б«г—ня«д Ён ”ћдЕ,anger
"ёнб Ён : . «д «ббе «–« «—«ѕ «д нћгЏ »нд ёб»нд ”нћгЏ »ндег« жбж я«д »ндег« гѕ«ѕ «б”г«ж«  ж«б«—÷ ..°",love
—« » ‘е— ббг—«»Ўнд Ён «бЌѕ   н” «ебжд —ћ«б «бЌѕ ж«ббе ген» ќ”«—е бж Џ‘—е —ж« ».  «ббе нёжнег жнд’—ег.,joy
‘жне ёЌ«»н Ё «б«жбнг»н«ѕ ж«ббе,anger
Ё бя «бЏнжд «бћгнбе...«Ќбн ж–«бя «бћг«бх....нќхнЁх «бёг—,love
гнд ё«б «б»д«  «б”г—« жЌ‘е « Ё—ћ Џ «б«жбнг»н«ѕ е Џ—Ёж «дег ёг—«  ??,none
«Џ ё«б гџ—»н ё б «”»«дн« »‘яб г—жЏ | г«–« ћ—н,fear
н»ѕж гд яб«гяг «д Ён ж«Ќѕ г’—н —ЁЏ Џбг «б”Џжѕне Ён «б«жбнг»н«ѕ ???? ...,none
еж Ён Џ«ёб Ён г’— г Ё«∆б њ!!!,surprise
« гдн «д «»ян ж «— ћЁ   «б ’ё »ж«Ќѕ гд «бя»«—   бяд «бЌёнёе «бё«”не ен «дя «бя»«—! «д  гд нћ» «д нгдЌ «бёже ж «б«гд бб«ќ—нд.Ї,sadness
«д  џ»н н«б« я«д »нбЏ» «б«жбнг»н«ѕ «ббн «»ж —няе —«Ќе« » «Џ Џг— ћ«»— ж’б«Ќ ????,none
Џ’«г Ќћн Џ«бг Ён гћ«б  ќ’’е бяде «г« «де «ћеб гд ѕ«»е Ён  «бгћ«б«  «б«ќ—н «ж гѕЁжЏ ббён«г »ѕж— яж—ёе бЏ» ћѕнѕе »ѕб «ж—«ё гЌ—жёе,anger
—ѕ« Џбн «я«–н»яг «бЌ‘ѕ «б‘Џ»н «’ѕё «бд«” »дѕ«Ѕ н«бн д«« яд« гЏяг. ЁдЁж“. Ёж“«« Џўнг«««,sympathy
2014 ”де ббд”н««««д !,sadness
"«бж«Ќѕ »ён ќ«нЁ «ббёге «ббн »н«ябе« ѕбжё н ° н’Ќн «б’»Ќ г«нб«ёне«‘ ж«ббе .. —»д« н” —",fear
ен« »нд ”»ж—  8 «бжЌнѕе «ббн » дёб  д” «б«жбнг»н«ѕ,none
«д« «бЌ«ће «бжЌнѕе «ббн е ќбндн «Ёя— гбнжд г—е ё»б г« «”жё еж «бЎ—нё «б“—«Џн ???? Ў—нё нћн» ’—Џ ё”г »«ббе ?????????,fear
г« «Ќ» «—я» ћ«еб гЏ«н «б”н«—е Џ«ѕн « ж — Ўжб г« «д« «”жё ќ«нЁе Џбне??,fear
«б O.B г«‘не »÷е—е« ж ЌЎ  Џбн«,sadness
 ћж“ Џ «ббн ѕгжЏе г‘ » Ё«—ёе гд Џбн гќѕе «б”—н—????,sympathy
online  бг«–« б«  д’»нд дЁ”я гЁ не Џ«г «бггбяе ж —нЌд «бгЁ н гд «бг”ƒжбне Џя«ў жя «»е« н—нѕжд «Ё”«ѕ «бгћ гЏ Џдѕг«   ЌѕЋ «б—жн»ўе,anger
ћдЌ «бгдн«  ћѕѕ Ќ»” 19 г ег« Ён «Ќѕ«Ћ яжг «ббжЁн†«бЎ«∆Ёне,anger
ёЎ— »д  «бж”ќе г«ћ—нд Џн«б  бЏ»бег Ён «б«жбнг»н«ѕ ??????????,anger
Џндн г н»н ????џн— ‘жЁШ жЌ» ёб»н г  Џ‘ё џн— Џндя ??,love
я«д «яЋ— ‘н ќ«нЁе где .,fear
ж«яЋ— ‘н ќ«нЁе где «бнжг «б«ќн— ????«бн »д Ё«—ё Ёне,fear
Ён ж«Ќѕ гд «б«жбнг»н«ѕ « ”Ќ»  где «бЁ÷не Џ‘«д Ћ»ж   Џ«Ўн «бгд‘Ў«  .. ж«»дд« гЌгѕ «не«» «бг’—н ен’Ќн «б’»Ќ нб«ён ќ»— Ќ’жбе Џ«бггнѕ«бне ! : D,joy
ег”е гЏ «ббе  ÷нёх Ёћж«  «бжћЏ жнќЁ  ’ж у «б«бг гЏ «ббе   ÷Ќ «б’ж— жндћбн  «бўхшбг гЏ «ббе  ”ядх «б—жЌ жндё‘Џ . .  яд гЏ «ббе,sadness
ггяд ќ«нЁе гд «бЏнд ??,fear
«ббег «ЌЁў «б‘нќ ’«бЌ «бЁж“«д жќ– »нѕе ббЌё ќЎже г»«—яе гд «б бЁ“нжд «б”Џжѕн,love
«б«г—ня«д Џгбж« «я — Ќ«ће Ён ёж ег Џб‘«д н»жўж« «б«жбнг»н«ѕ Џбн «б»—«“нб бнењњ,none
ж г‘ яб «бЎ—ё «ќ— е« Ён ”»нб б—ћжЏ г‘ яб «ббн »«  гжћжЏ »нд”н «бћ—Ќ »«б”«еб ж г‘ яб «бѕгжЏ  г«”нЌ жб« яб «б»‘—  ” «еб,sadness
«бЁ—Ќе бг«  Ё я— Ќ«ће  ќбня Ёћ«е  ÷Ќя бжЌѕя,joy
я »  Ёжё «б—нЌ «”г «б н «Ќ»е« я »  Ёжё «бг«Ѕ бг «ѕ— «д «б—нЌ б«  Ќ”д «б«’џ«Ѕ бг «ѕ— «д «бг«Ѕ б« нЌЁў «б«”г«Ѕ  “ѕ —’нѕя23,love
б« нжћѕ «’ѕё гд ‘ќ’ н”«б Џдя яб нжг ж б« нгб ?? жб«  —« ябге «Ќ»я ябд нёжбе« ????  Ёег ж«,love
"«бЌгѕббе «б–н “«ѕд« Ё—Ќ« »Ёж“«б»Ўб Џ»ѕ«ббе «б—‘нѕн »»—жд“не «б«жбнг»н«ѕ° ж ”н— ЁЏ Џбгд« Ћ«дне »Џ“г «б»Ўбнд «бѕнЌ«дн ж «б—‘нѕн ё—н»««д‘«Ѕ«ббе",joy
"г»—жя бяб ‘ќ’ Ќёё гнѕ«бне Ён «б«жбнг»н«ѕ° ѕе «дћ«“ ‘ќ’н »Ќ  нЏдн г‘ г»—жя бг’— ќ«б’ гд «б«ќ— яѕе.",none
"ќ«нЁе «—ћЏ «Ќ» ° ж«д« «бн ѕ«∆гр« я«д ‘Џ«—н Ё«бЌн«е   б« нбѕџ «бгƒгд гд ћЌ— г— нд .",fear
«дя  яжд гя Ён »Ќѕ —џг «б»Џѕ «ббн »ндяг ѕе Ён Ќѕ –« е Ќ» ???,love
«б«жбнг»н«ѕ ѕн г гн“е «ќ— Ќ«ће ”»«Ќе 10M ёЁ“ ”нѕ«  ?? «Ќћ«г џ—н»е «б‘яб ж я«д б«“г ж б«»ѕ «бѕе»  —жЌ бб’нд ж”Ўег,surprise
:    жн  гжћее жг д‘де Џбн жѕ«д ’«Ќ»н «ббн ё«Џѕ »—е ж»нбЏд жн‘ г Ён «б»бѕ ж«Ќж«бе« .. г‘ Ќ б«ён »бѕ «Ќ”д гд г’— нЕ,anger
‘я—« ”«—е ”гн— ?????? «жб гнѕ«бне бг’— Ён «б«жбнг»н«ѕ »—жд“не —ЁЏ «б«Ћё«б ”нѕ«  ????,joy
"Џћ»«р б—Ќнё ‘Ё няц н—жн ЏЎ‘н ° н«”— ёб»н ° н”Ќ— Џёбн ° жн’н»дн »«б«ѕг«д Ёб« «‘»Џ где «»ѕ«р ж«‘ «ё «бне ѕжг«р °° г”«ƒяг  —жгд”н«   «бЌ»",love
iCello: «г бя ё«∆ге гќ«жЁ Ўжнбе.. н —«ш”е« «”гя.,fear
бн г н н ёб» ќ«нЁ њ!,fear
«д« гЋбн «б«Џбн Ё нж”Ё Ќг«г ж»ён  «д  «б «дн ??,love
Ќѕ нбЁЌ «бџ»н Ён Ё—нё «б«жбнг»н«ѕ «бг’—н «ббн —«ЁЏ Џбг г’— ж«б”Џжѕне Џбн ёЁ«е  «бЁ—нё «б«жбнг»н «бг’—ж”Џжѕн  Ё—нё Ў«б Џг—е » «Џ «б—“,anger
s3ada:   alz ”де Ќбже н«ћгнб ????”де Ќбже н«ћгнб ????Џнѕ гнб«ѕ ”Џнѕ жЏё»«б г∆е ”де ????ж»џн  Ќён гд я« ж????яд»џнжя »“«Ё???? Џдѕя ћгеЕ,joy
«б‘нЏе ”»ж «б’Ќ«»е жё–Ёж »д«  «‘—Ё «бќбё ж Ё ќ—н Ёнег Ќ н бж «” е»«б »Џ÷ «бяб«г нжѕн ббѕ—я «б«”Ёб гд «бд«— «д »ен ??,anger
"«б‘ќ’ «б–н нћЏбхя гд «”«”н«  нжге° н” Ќёх «д  »дн бех Ён ёб»я жЎд«р нбнёх »це.*  ’ѕ«ёе",love
«яЋ— бёЎе Џбё  гЏ«я бЌѕ ѕбжё  Ён «б«жбнг»н«ѕ њ  Rio2016,none
‘ябе »нѕж— Џбн Џёѕ «Ќ —«Ё Ён «б”Џжѕне »Џѕ «б«жбнг»н«ѕ   «б«е»б,anger
гег« бгЌ  бн «дя  Ќ»дн  —н ябге «Ќ»Р ЎЏге« џн— ?  «Ќ”«”  г‘«Џ— ћгнбе,love
«ббе н”«гЌ«,sadness
‘Ё ж« «ббн  ѕќб Џ’е« »‘нЅ г«нќ’е« гЋбе« гЋб —ж÷е  ’н— Ё—н”е ”ебе ???? б«де« ябе« «ќЎ«Ѕ ж»Ќ—я« е« «я‘Ё  дЁ”е«  ябд« ÷ѕ г—нг »нЁж—65,none
»ѕб г«  Ё—ћ Џбн «б«жбнг»н«ѕ « Ё—ћ Џбн «жбнг»нѕ ж«Ќѕ жќбн «б»«ён Џ‘«д г’—,none
 Ўж— гќнЁ бб«”нжннд «д »еж« н««еб «бќбнћ »я—е няжд бег Џ÷ж«бгћ«б” жнѕќбжд «б«д ќ«»«  жб« дёѕ— д ябг Џѕѕег я»н—  гж«Ўде  гдЏ «”нжн гд «б Џ»ѕ,fear
: «ё”г »«ббе? бг «—н Ён Ќн« н «ё–— гд «бд«” ѕн???? «бгЏдн «бЌ—Ён бб”Ё«бе ж«б«дЌЎ«Ў  ћ»ее ‘Џ» г’—   жѕ«Џ« “жнб г’—,anger
ж «бёб» е«нЁ÷б гЌ «— б«г н ..,sadness
«Ќ« еж Ќ”д ‘Ќ« е гќѕ‘ Џб«Ѕ гнеж» ббгд ќ» њ! «б е—нћ ѕе »ћѕ ж«ббе,surprise
«бЌ» «б–н д—жне »«бѕЏ«Ѕ бд ндя”— џ’де «»ѕ«р ..~,love
б«Џ»д« —«Ёндне« гд г»«—«е «б»—«“нб ÷ѕ ћдж» «Ё—нён« Ён «б«жбнг»н«ѕ «г” .,none
ЁбЏн»е «б”бе «бг‘еж—нд «ббн «бд«” Ён «бЏ«бг ябег Џ«—Ёндег ѕжб гЌ —Ёнд жё«джд «б«жбнг»н«ѕ нгдЏ «бгЌ —Ёнд гд «бг‘«—яе,none
"«бг‘«Џ— «б’«ѕёе «”гн гд «д  гдЌе« б‘ќ’ б« нёѕ—е«° жгд «бгƒбг «д   ћ«еб ’ж  Џёбя ж ћ—н ќбЁ —џ»«  ёб»я б ÷гд ж’жбя бгд б« н” Ќёя  Ќёнёе",sadness
гжћ“  «б’ЌЁ «бЏ—»не,joy
ен «б«жбнг»н«ѕ «Ё  Ќже« жб« б”е !!њ,none
«бгж’б «еб «бгж’б я«д «ббе Ён Џждег »нд д«—нд  ѕ«Џ‘ нё бег » еге «б Џ«жд гЏ  «бЌ‘ѕ ж«б–н »ѕж—е н— я» «бгћ«“— »ЌёегЕ,sympathy
: «бћд«н«   дў— »Џѕ ёбнб ё÷не «гд ѕжбе  г ег »е« «б‘нќ Ќ”нд «бгЏ жё  »«–«Џе «ќ»«— я«–»е жгќ«бЁе ё«джд «бжЌѕе «бжЎдне,anger
": «д« ёб  бя «дн ќ«нЁ гдег »«дн «ќ”—я ° ж«д н я–» н ќжЁн жќ”— я »”»»ег ..",fear
еж «б“г«бя ќ”— я«г њ!!!,surprise
" ё—н»« д’ «б”жѕ«дннд «бЁн «б«жбнг»н«ѕ ЎбЏж гд «жб нжг ° «д« »ёжб д” дн б»я—е ж д«ќѕег ябег н—ћЏж »дЁ” «бЎн«—е .",none
: «бќн«де б«  џ Ё— жбн” бе« г»——«  Ёен Ён «бде«не  ”гн ќн«де   Џѕѕ «б«”»«» ж«бде«не ж«Ќѕе жЁѕ«д Ћёе Ён яб ‘∆ ?Џг«ѕЕ,sadness
бг« «б«ебн н џб» «г»«—Ќ жд«”  ‘г  ж«б“г«бя н џб» «бде—ѕе жд«”  ‘г   н»ён (б”е )г’— гЁне«‘ ( —жЌ —н«÷не),sadness
«б«жбнг»н«ѕ «бћ«н »Џбг «бЋж—е «б”ж—не «д ‘«Ѕ «ббе,none
78 2007 гбн‘ г“«ћ,sadness
«“««««««««««н њњњњњ »” «д н г‘ ”г—е ќ«б’ н« ” н њњш!!!!,surprise
д’— ё—н» д‘«ббе «д «ббе гЏяг,sympathy
»Џѕ яб «б«н«г ѕн .....??  «Џ —Ё «дж џн«»я гƒбг Ќѕ  «б»я« ?? »” ё—»я бб«”Ё гƒбг Ќѕ   «бгж  !!??,sadness
«г—ня« бж ‘«—я  »гд ќ» «бћ«гЏ«  » «Џег Ён «б«жбнг»н«ѕ ен«ќѕж« «бгнѕ«бне «б–е»не ж ег« Ќ«Ўнд —ћб Џбн —ћб ??,none
”»Ќ«д «ббе ж»Ќгѕе .,joy
"«–« я«д е–« еж Ќ«б ЁянЁ еж Ќ«б ”я«де« њ  «ббег «бЎЁ »ег° жЏћб »Ё—ћег ??",sympathy
«д« Ён «ё’н г—«Ќб «дн ќ«нЁе ж г‘ Џ«—Ёе «Џгб «не.....,fear
«бЌх» Џдѕгу« н»ѕ« н‘»е «бЌхбг «бћгнб яб бнбех  жЏдѕг« нд ен н Ќжб «бцн я«»ж” н—Ёёя яхб бнбе ..!  «б«‘ н«ё  Ќя«н« ,love
б« нќбж д«ѕн гд Џ«ее.. жџ«б»«р няжд Ќ»е »—яе гдн— »—‘бжде.. «—»нбж« гѕ—нѕ.. ен—д«дн“ ѕн  ‘нбн «бќ «бќ «бнжЁн..,anger
: еж «б‘жё б‘ќ’ Џдѕг«  » Џѕ Џде...............бяд »дЁ” «бжё   ‘Џ— »«бѕЁЅ б«де ё—н» Ён ёб»яяяя.,love
бя н”бг Ёгя ж ”бг «б»Ўд «б н Ќгб я жн«—н   яЋ— гд «бќж«“нё б–нб «бяб» »‘«— жћг«Џ е,anger
:   maind     нд ёѕ Ё де «б»д  ѕ«ќб «б»н  жбг« н Џ—Ё Џбн »д  нЎ«б»е« «де«   я‘ќ ж  ѕбЏ «—ќ «бЌ»б ббн Џдѕя жеЕ,anger
sniper1: гжёЁ »Ўжбн ббгб«“г ’«бЌ «бдЏг«д «бЏд“н «дЎбё «бн гжёЏ «бд«ёбе я«д »Џнѕ Ё« « »е« ж«дё– «бг’«»нд жеж г’«» »«б‘ў«н« ????????,joy
: «Ќ»я Ќх» «б”днцд Ќх» «ебд« «б«жбнцд Ќх» нЎжб »е«б”днцд жнденце Џхг—н «б«ќн—????  — жн   —жгд”н н» н  –жё  џ“б  ‘жё  ’»Е,love
«Ќ« н« ћѕЏ«д ягне «бѕ«ќбне ѕн . «б— » Ён «б‘«—Џ «я — гд «бЏ”«я— !!!!,surprise
": џ«“бее« Ї жя«дя бг  —н Ён Ќн« я «дЋн °  «гн—",love
«д« ж‘ –д»н я ”Џжѕн нћн Ёб”Ўндн гбЏжд ћѕЁ г«ќ– ћд”не «г—няне жн”» «б”Џжѕне Џ‘«д Ёб”Ўнд «бЏд «гя н»д «бяб» ёг Ќ—я гяж я жѕ«ЁЏ Џд »бѕя,anger
"q8 88: яб ябге гдя  ЏЎндн яЋн—° жяб ÷Ќяе гдя  еѕндн Ќн«е ??.",love
‘ж ге÷жг !!!! —ен»,surprise
ж ўбх «» ”«г яц ”Ќ—«р нхд”ндн г—«—е яхб ‘нЅ .  ќж«Ў—  «б‘—ёне,love
«бге«ћ—жд гд« ж дЌд гдег «ббег «џЁ— бб«д’«— ж«бге«ћ—е «ббег «д’—ег жЋ» ег  б»д«д  »б«ѕ «б‘«г  г”бг  «бге«ћ— «б«”б«гн,sympathy
"я«дя  «»дн гд ÷бЏн .° жЌ»я г‘ ггджЏ ..° ;)",love
ћне ёб»я ѕе ЁЋ«дне Џбёдн »ня?,joy
ѕ« Ён ‘еѕ«Ѕ г« ж«  !!,surprise
г’— «б«д ндг« яждж« нѕ—яяг «бгж  Ён Џ’— «б«дёб«»,sadness
«бЌ» «б–н нг бя Ќн« д« ж”Џ«ѕ д« еж« –«я «б‘н «бћгнб «б–н ня » бд« Ќн«е ћгнбе ж”Џнѕе »Џнѕе Џд «бн«” ж«бЌ“д ??  ќж«Ў—  ”Џ«ѕе,love
"г«няб Ёнб»” ° 12 ”де Ён «б«жбг»н«ѕ ° 19 гнѕ«бне –е»не г’— ° 104 ”де Ён «б«жбнг»н«ѕ ° 7 гнѕ«бн«  –е»не",none
Џ“ «бѕнд »нЌ» жждн” ёЁ‘е????????????????????????????????????????????????????,surprise
"бж »«ќ н«—н ° г«Џ‘  бЌўе »ѕждя ??. .  ”«бќн—",love
н« «ббе!!!! ЌЁўяг «б—Ќгд Ќё«р ёбжжжжж»д« гЏяг ж бн” »«бнѕ Ќнбе : ( «” жѕЏд«яг «ббе «б–н ?  ÷нЏ жѕ«∆Џе..,sympathy
ghanam б« б« ќ«нЁе где« «янѕ,fear
ќбня ё«Џѕ б«  д”н «ббн г« —«Ќ  д”ня «де г« Ён «‘н  ”жн.,sadness
: гхЏўг «бгдЌ—Ёнд ж÷Ќ«н« «б«џ ’«» н Ќжбжд «бн  ћ«— ѕнд.  «б«ќж«д «бг”бгнд Ён «бнгд,anger
г—ж«д гЌ”д гд «н«г » —жћн  ж «б«жбнг»н«ѕ ж «д« дЁ”н «‘жЁе » н‘—  «б«ебн ??,joy
«д« гд ÷нЏ Ён «бЁ—ће Џ «б«жбнг»н«ѕ ж«бЏ‘г Ён гнѕ«бне бг’— Џг—е,none
б« Ќжб жб« ёже «б« »«ббе «бЏбн «бЏўнг —»д« н—Ќг «бд«” ѕн ж«ббе ‘нЅ гƒ”Ё жгЌ“д —»д« н жб«ег ж«ббе,sympathy
 Ќ»жд Џбн «б–н еж «Џбг «бд«” »Џѕ «бд»н жб« д—н « »«Џ бЏбн Ён ж—Џе ж ёж«е жЏ»«ѕ е,anger
????—»д« н’»—ег ж«бгЌ»ж”нд нќ—ћж н«—»,sympathy
гд ћг«б Ќўн «дн Џ—Ё я ....—»н н”Џѕ г”«я,joy
: гбя «д« бж  ’»Ќнд Ќ»н» н.. ????,love
“ж«ћ «б‘нќ гЌгѕ «бЏ—нЁн  «ббе н»«—я бе ж н гг Џбне »ќн—,love
«ббушехгуш «—“ёдн Ќ»шяу ж Ќ»ш гд нхЌ»шяу  —“ё ш  Ќн«е,love
г—÷«н «б«Џ“«Ѕ .. ёб»н гЏяг ?  «÷—«» «б«Ў»«Ѕ «бЏг«дннд5,sympathy
"еж «д« бне г«Ё—Ќ ‘ »«бгнѕ«бн«  » «Џе «б«жбнг»н«ѕ «ббн ћ«»же« «бг’—ннд° «бЏн» Ён« жб« Ёнян н« »бѕњ ??",surprise
е жѕнд« Ён ѕен« н« »б«б «—Ќгд« ѕе г‘ жё  ёб‘,anger
Џгжг« г ёбён‘ «б«жбнг»н«ѕ «бћ«не е »ён г ‘Ё—е жг‘ еддЁ—ћ Џбне« »г“«ћд« «ж г‘ »г“«ћд«,none
"«ббн Ё«я— «де бг« н”Ё Џбн гЌгѕ Ќ«“г ед ÷«нё н»ён Ќг«— б«д «Ќд« гд «жб нжг г‘ гЏ —Ёнд »не я«» д д«ѕн «б“г«бя «’б«р° ѕе Џнб Џ—»ћн ж«ббе !",anger
"б« ‘∆ Ён «д нгж  «б«д”«д ° жбяде гд «бгќнЁ «д б« нгж  ...  Ёня ж— ежћж  «б»ƒ”«Ѕ ????   нг «бг»«ЌЋ ж”ћд «бЁжбж—“",sadness
Arabic   бнЁ—»жб н б«Џ» »«б«—”д«б Џбн гбЏ» «б«г«—« ,anger
«д« ќ«нЁе гд дЁ”н б«дн г‘ ќ«нЁе гд «бёѕ—« ????,fear
:   Џ—» ’енжд «б”Џжѕне жгд  »Џе«..н—џ»жд «?” Ќг«— ж«бЏ»жѕне ббџ—»..њњњ,anger
Ќѕ нЏ—Ё «“«н д Ё—ћ Џбн Ё«Џбн«  «б«жбнг»н«ѕ «ждб«нд њ  ‘н— Ё«бќн—,none
abdelwahab:   г’— Џбг е ж’—Ё  Џбне жЏгб е »дн «ѕг жЁ «б«ќ— »нбЌ” ћ“г «б«г—ня«д ж»нёжб г’— гбе«‘ г” ё»б жеж «ббн бе г” ё»Е,anger
жнЌѕЋх «д няжд «яЋ— г«  ќ‘«е Ён «бѕдн« еж дЁ”я «д   ќжЁ .,fear
"дЁ” «бЌ”нд џбЎ гндЁЏ‘ б«Џ» Ён «б«ебн нџбЎе Ён г« ‘ де«∆н ° «н «ббн ћ«» «бЋёе Ён «бгж÷жЏњ еж «ббн ж«Ћё Ён дЁ”е »нџбЎњ",anger
«д« ёб»н Џбнння .. Џбня ёб»н,fear
